	logFC	AveExpr	t	P.Value	FDR	B
SLC7A7	-0.05564501	12.68567853	0.3454032	0.739460598	0.910640862	-6.328031765
GHITM	0.066625978	13.4585141	-0.345334344	0.739510254	0.910640862	-6.328057608
KCTD2	-0.062784219	10.25331516	0.345331735	0.739512136	0.910640862	-6.328058587
C1QTNF4	-0.101530838	5.229482129	0.344969858	0.739773131	0.910852084	-6.328194321
S100A7A	0.087951278	4.819602801	-0.344962965	0.739778103	0.910852084	-6.328196905
REPS1	0.059517623	9.688191822	-0.344872136	0.739843617	0.910874609	-6.328230952
GUSBP1	0.103228288	5.925686858	-0.344664081	0.739993694	0.911001236	-6.328308906
KRT39	0.07573233	4.928684806	-0.344556237	0.74007149	0.91101401	-6.328349296
ACTR3BP2	-0.085384476	4.938279669	0.344341651	0.740226298	0.91101401	-6.328429625
GSTA3	-0.126792643	9.668766691	0.344336295	0.740230161	0.91101401	-6.32843163
MCM2	0.074274093	11.18569747	-0.344274942	0.740274425	0.91101401	-6.328454588
GGN	0.122769165	5.845373799	-0.344258681	0.740286157	0.91101401	-6.328460672
PELO	0.059967816	9.28916917	-0.344256911	0.740287434	0.91101401	-6.328461334
CORO2B	0.076409328	4.9502881	-0.344191193	0.740334849	0.911014241	-6.32848592
EDA	0.057239503	5.779623975	-0.344022483	0.740456576	0.911048166	-6.328549015
TRIM10	0.072960747	5.903473213	-0.344022067	0.740456876	0.911048166	-6.328549171
OR52M1	0.123650216	5.291757807	-0.343811797	0.740608601	0.911139109	-6.328627767
HPS3	-0.061283155	10.97349847	0.343748637	0.740654177	0.911139109	-6.328651366
GDF5	-0.115253944	5.170789309	0.343723257	0.740672492	0.911139109	-6.328660849
OR5P2	0.084140835	5.342651762	-0.343413669	0.740895911	0.911327723	-6.328776455
GABBR2	-0.116823725	5.524224882	0.343379869	0.740920305	0.911327723	-6.328789071
WDR75	0.057405088	11.30600151	-0.342793397	0.74134362	0.911626956	-6.329007775
TTC26	-0.060644788	8.993557852	0.342685774	0.741421313	0.911626956	-6.32904787
SLC25A4	0.054643795	10.05315242	-0.342663187	0.741437619	0.911626956	-6.329056283
ST8SIA5	-0.058804153	5.047014719	0.342542824	0.741524513	0.911626956	-6.329101106
BDKRB2	-0.124756818	5.321882666	0.34242455	0.741609903	0.911626956	-6.329145138
GFAP	0.085285489	5.177919119	-0.342293964	0.741704186	0.911626956	-6.329193735
TGDS	-0.108216234	6.699294956	0.342068721	0.741866823	0.911626956	-6.329277517
TTC8	-0.063639338	9.103170482	0.342062217	0.741871519	0.911626956	-6.329279935
XRCC2	0.06529137	8.808833448	-0.342051666	0.741879138	0.911626956	-6.329283859
NPIPB7	-0.089746188	7.933784984	0.342041923	0.741886173	0.911626956	-6.329287481
GPR45	-0.084871618	5.092523656	0.341966812	0.741940411	0.911626956	-6.329315406
CUL7	-0.071918574	7.011779239	0.34196163	0.741944153	0.911626956	-6.329317332
LINC00216	0.082045073	5.399604596	-0.341936901	0.74196201	0.911626956	-6.329326524
PROZ	-0.139078669	5.833230546	0.341930985	0.741966282	0.911626956	-6.329328723
IL17B	0.097678914	5.58573702	-0.341870073	0.742010269	0.911626956	-6.329351362
PIN4	-0.05246536	9.552196096	0.341856286	0.742020224	0.911626956	-6.329356486
PPP1R7	0.070419896	9.914810031	-0.341771989	0.7420811	0.911626956	-6.329387809
RAB9A	0.086504765	9.622310091	-0.341765273	0.742085949	0.911626956	-6.329390304
NQO1	-0.058527526	14.39815529	0.341741108	0.742103401	0.911626956	-6.329399281
IGK	0.082747256	6.181886867	-0.341733679	0.742108766	0.911626956	-6.329402041
EIF2B4	-0.054076612	10.49867306	0.34160408	0.742202361	0.911683873	-6.329450177
RAB40AL	-0.096545324	8.162074753	0.341325781	0.742403362	0.911872706	-6.329553484
ZSCAN32	-0.080431631	9.026719636	0.341222898	0.742477674	0.911887553	-6.329591654
CCDC144NL	-0.066910822	5.284441445	0.341165166	0.742519375	0.911887553	-6.329613069
PPP1R14D	0.099976832	6.648053825	-0.341039702	0.742610004	0.911887553	-6.329659594
B3GNT9	-0.052562482	8.917932186	0.34100436	0.742635534	0.911887553	-6.329672697
NLRC5	0.112860046	6.214622403	-0.340981826	0.742651812	0.911887553	-6.329681051
DOK6	-0.085083013	4.941231079	0.340867045	0.74273473	0.911916818	-6.329723593
SPEG	0.167636581	7.005658265	-0.340748053	0.742820693	0.911916818	-6.329767682
ZNF84	-0.057626103	8.988484945	0.340720849	0.742840347	0.911916818	-6.329777759
GRM7	-0.101311886	5.143770628	0.340687082	0.742864742	0.911916818	-6.329790267
SEMA4B	-0.056559327	11.34771061	0.340449804	0.743036174	0.912059385	-6.329878122
LY6G6E	-0.080528552	4.917185542	0.340395455	0.743075443	0.912059385	-6.329898237
UBE2L3	-0.063998209	12.67602412	0.340314288	0.74313409	0.912073335	-6.329928272
ESYT3	0.144876981	5.385323249	-0.340097038	0.743291075	0.912190321	-6.33000863
DEFB115	0.104870994	4.79612192	-0.340013362	0.743351542	0.912190321	-6.330039567
GNAI1	-0.102029042	6.58362806	0.339986059	0.743371272	0.912190321	-6.33004966
SPAG6	-0.08501365	5.187297387	0.339870728	0.743454619	0.912210419	-6.330092285
CFD	0.069678016	5.509499202	-0.339712918	0.743568669	0.912210419	-6.330150588
OR9G1	0.069915159	4.857920368	-0.339648117	0.743615504	0.912210419	-6.330174521
SLC29A2	-0.050565703	9.578305573	0.339604296	0.743647175	0.912210419	-6.330190702
LAMB2	0.074236503	9.100832501	-0.339429682	0.743773384	0.912210419	-6.330255163
ADPRH	0.135215056	5.875048696	-0.339396688	0.743797232	0.912210419	-6.330267339
SERPINA4	0.077247825	5.127321843	-0.339355738	0.743826831	0.912210419	-6.33028245
SERPINE1	0.05863842	11.52926759	-0.339303747	0.743864412	0.912210419	-6.330301633
AP5Z1	0.0833315	8.086770091	-0.339266409	0.743891402	0.912210419	-6.330315407
CPLX4	-0.131929964	5.403020515	0.339253083	0.743901035	0.912210419	-6.330320323
SPATS2L	0.051320201	14.0925428	-0.339243678	0.743907833	0.912210419	-6.330323792
OTC	0.127215058	5.416248685	-0.339154751	0.743972116	0.912231256	-6.330356591
RPL32	-0.055522302	14.39344875	0.339057865	0.744042155	0.912259147	-6.330392315
IVD	0.057506253	8.778639922	-0.338989101	0.744091865	0.912262113	-6.330417664
TXNDC5	0.065300025	12.08475018	-0.338803778	0.744225845	0.912311529	-6.330485957
GRAP2	-0.070845442	5.356429276	0.338802511	0.744226761	0.912311529	-6.330486423
KLF7	-0.054960826	9.738139447	0.33863896	0.744345009	0.912358734	-6.330546662
MORN4	-0.083468139	7.375321121	0.338618416	0.744359863	0.912358734	-6.330554227
PLXDC1	-0.077901108	5.008800445	0.338408626	0.744511554	0.912386461	-6.330631451
ZDHHC19	0.11795091	5.388856793	-0.338320564	0.744575231	0.912386461	-6.330663853
IL36B	0.064317198	5.756732792	-0.338314081	0.744579919	0.912386461	-6.330666238
DEAF1	0.083378093	9.043203101	-0.338288525	0.744598399	0.912386461	-6.33067564
RD3	0.063220996	5.25791304	-0.338260069	0.744618976	0.912386461	-6.330686107
CCNA1	0.071320407	4.806153925	-0.338185247	0.744673083	0.912394803	-6.330713626
UBAP2L	-0.061797868	13.49271918	0.338102962	0.744732588	0.912409757	-6.330743884
MRPL48	-0.058264449	9.544052962	0.337920161	0.744864789	0.91246719	-6.330811076
KCNG2	-0.064838453	5.072374014	0.337907326	0.744874072	0.91246719	-6.330815793
GTF3C5	0.063176761	10.51230298	-0.337829228	0.744930555	0.912478436	-6.330844488
MAP3K7CL	-0.141537526	6.422449017	0.337699002	0.745024742	0.912535861	-6.330892321
VMP1	-0.063095872	12.37143238	0.337609951	0.745089153	0.91255681	-6.330925021
DDX11L2	-0.062234107	10.93482928	0.337345834	0.7452802	0.912701329	-6.331021954
PCYOX1	-0.053622932	10.65452825	0.337287509	0.745322391	0.912701329	-6.33104335
PSME3IP1	0.058628342	10.20538428	-0.337237388	0.745358649	0.912701329	-6.331061734
HDAC11	-0.090464622	7.996247104	0.33718519	0.745396409	0.912701329	-6.331080876
GPATCH2	-0.115200634	6.469435898	0.337006479	0.745525697	0.912801695	-6.331146393
RALGPS2	-0.0697743	8.346076042	0.336863636	0.745629043	0.912870287	-6.331198737
NELFA	-0.061791489	11.85661523	0.336686813	0.745756981	0.912933357	-6.331263502
CAAP1	0.079788888	8.068136448	-0.336661615	0.745775212	0.912933357	-6.331272728
SGCG	-0.08876663	5.958894909	0.336498639	0.74589314	0.913019778	-6.331332388
SLCO4A1	0.062499883	9.590520593	-0.336361291	0.745992529	0.913083495	-6.331382645
ATP6V0A4	0.095496547	5.629932977	-0.336253289	0.746070686	0.913121218	-6.331422149
MSTN	0.081073468	5.101268858	-0.33616978	0.74613112	0.913127026	-6.331452687
SPAST	-0.193992741	6.577765949	0.336103349	0.746179197	0.913127026	-6.331476974
VCPIP1	-0.064518589	9.388079242	0.336032888	0.746230191	0.913127026	-6.331502729
MLX	-0.051957043	10.70231211	0.3359851	0.746264778	0.913127026	-6.331520194
MITD1	0.077840029	7.082007801	-0.335698506	0.74647221	0.913318375	-6.331624883
MRPS22	0.058438834	10.92179688	-0.335638211	0.746515854	0.913318375	-6.331646896
CTDP1	0.062673231	8.565825476	-0.335421801	0.746672508	0.913452098	-6.331725877
ZNF347	0.114223749	5.41712006	-0.335218465	0.746819709	0.91357424	-6.331800042
SCGB1C1	-0.108406142	5.654729773	0.334891615	0.747056349	0.913805768	-6.331919165
CCSER1	0.109790384	6.741038097	-0.334781736	0.747135908	0.913845137	-6.331959185
CNIH2	-0.072273331	5.188208827	0.334657832	0.747225626	0.913853748	-6.332004299
HPSE2	0.078674966	5.058909145	-0.334641162	0.747237697	0.913853748	-6.332010368
GGPS1	0.070581117	10.54385096	-0.334447952	0.747377608	0.913966911	-6.332080681
INPP5K	-0.055249017	9.876846949	0.334281434	0.747498198	0.914004069	-6.332141248
TLR5	-0.067208555	4.700927644	0.334200665	0.747556693	0.914004069	-6.332170616
RPS4Y2	0.146937157	10.43093053	-0.334181689	0.747570436	0.914004069	-6.332177515
ABL1	0.062849511	10.66637032	-0.334120029	0.747615093	0.914004069	-6.332199928
DNAJC14	0.068513668	11.37407345	-0.334078868	0.747644904	0.914004069	-6.332214888
GALNT1	0.082025082	9.268515577	-0.33378336	0.747858942	0.914184217	-6.332322238
TMPRSS9	0.150445786	5.643296149	-0.333640858	0.747962166	0.914184217	-6.332373972
PLD2	-0.121464945	8.944658332	0.333635364	0.747966146	0.914184217	-6.332375966
RUNX1	-0.080977468	8.79605601	0.333613713	0.74798183	0.914184217	-6.332383825
CCL28	-0.061114874	6.97894437	0.33347934	0.748079171	0.914210123	-6.332432584
TMPRSS11F	0.07099928	4.922731627	-0.333394749	0.748140452	0.914210123	-6.33246327
SHKBP1	0.07147656	10.86168499	-0.333388189	0.748145205	0.914210123	-6.332465649
CPSF3	-0.075086488	10.97455768	0.333288009	0.748217782	0.914240895	-6.332501979
SCYL2	0.082802707	11.42527568	-0.333137666	0.748326706	0.914291793	-6.332556481
TTC33	-0.08437407	5.533247031	0.333099675	0.748354231	0.914291793	-6.332570249
GINS1	-0.051893455	9.481704569	0.33294866	0.748463649	0.914367561	-6.332624964
CHRNA4	0.127132038	5.516845471	-0.332776473	0.748588415	0.914398551	-6.332687321
SYP	-0.207233929	8.390774326	0.332701013	0.748643095	0.914398551	-6.332714639
FBXO31	-0.068681779	8.265873745	0.332681679	0.748657105	0.914398551	-6.332721637
SERPINA9	-0.065753174	5.592594137	0.332604239	0.748713223	0.914398551	-6.332749664
RPS5	0.049483164	13.22259757	-0.332586566	0.74872603	0.914398551	-6.332756059
TMTC2	-0.081779279	9.036141064	0.332314143	0.748923456	0.914516663	-6.332854597
RAE1	0.062159967	10.37174766	-0.332246037	0.748972817	0.914516663	-6.33287922
FOXJ2	0.115958568	8.034849017	-0.332136664	0.749052087	0.914516663	-6.332918751
TIMD4	-0.063961188	9.427413341	0.332130496	0.749056558	0.914516663	-6.33292098
SIGLEC6	-0.085785519	5.379934974	0.332126041	0.749059787	0.914516663	-6.33292259
CACNA1A	0.098356207	5.602545684	-0.331628329	0.749420558	0.91489922	-6.333102317
OXNAD1	-0.061458336	8.857661969	0.33149062	0.74952039	0.91496319	-6.333151998
SPAM1	-0.052368325	4.943038352	0.331319422	0.749644507	0.915024001	-6.333213734
DDX24	0.049109166	12.6414135	-0.331291051	0.749665076	0.915024001	-6.333223962
SIGLEC7	0.057112602	5.348463845	-0.33122253	0.749714756	0.915026741	-6.33324866
UPK1A-AS1	0.223869688	6.612232085	-0.33095916	0.749905718	0.915201904	-6.333343546
DEFA5	0.102735615	5.607781708	-0.330825128	0.750002908	0.915262611	-6.333391807
SGCZ	0.075295289	4.650463643	-0.330591407	0.750172397	0.915272385	-6.333475917
PIK3AP1	-0.110402636	5.290814057	0.330537777	0.75021129	0.915272385	-6.333495208
DDX5	-0.066998646	11.77787707	0.330488973	0.750246684	0.915272385	-6.333512762
PRR3	0.048999782	10.70745973	-0.330410833	0.750303355	0.915272385	-6.333540861
COL6A5	-0.071697964	5.359821643	0.330354351	0.750344319	0.915272385	-6.333561168
TTLL2	0.07837621	6.82981504	-0.330169335	0.75047851	0.915272385	-6.333627663
OR56A4	0.118369008	5.01081261	-0.330165269	0.750481459	0.915272385	-6.333629124
CCDC9B	0.060949489	8.330954815	-0.330124653	0.750510919	0.915272385	-6.333643716
FAM120B	0.071957071	8.9104702	-0.330049282	0.750565589	0.915272385	-6.333670791
TMEM242	-0.083874799	6.475586602	0.330039163	0.750572929	0.915272385	-6.333674425
SDE2	0.052977688	8.465512211	-0.32995247	0.750635813	0.915272385	-6.333705558
ZNF358	0.059440212	7.724296714	-0.329794407	0.750750471	0.915272385	-6.333762301
HFM1	-0.076691828	5.026044607	0.329775143	0.750764446	0.915272385	-6.333769215
ALG1L	0.116518533	9.437650413	-0.329753765	0.750779954	0.915272385	-6.333776887
FAM171B	0.085923665	7.004383922	-0.329637512	0.75086429	0.915272385	-6.3338186
SF3B1	-0.062495768	11.34936676	0.329588466	0.750899871	0.915272385	-6.333836193
AHCTF1	-0.057752724	10.67719178	0.329560243	0.750920346	0.915272385	-6.333846316
SLC13A1	0.061993778	5.149905988	-0.329542488	0.750933227	0.915272385	-6.333852684
PAQR3	-0.06470548	7.339216747	0.329416145	0.751024889	0.915272385	-6.333897987
VN1R5	-0.143886613	5.470602213	0.329337813	0.751081722	0.915272385	-6.333926067
LRRC2	0.07867413	5.086615036	-0.32930629	0.751104593	0.915272385	-6.333937365
PMPCA	0.050129134	11.22630376	-0.329300419	0.751108853	0.915272385	-6.333939469
CANX	-0.055234659	12.45697405	0.329239366	0.751153151	0.915272385	-6.333961348
GTF3A	-0.065418871	10.3445228	0.329210939	0.751173776	0.915272385	-6.333971533
CDC37L1	-0.073921938	6.988823923	0.32910761	0.751248751	0.915272385	-6.33400855
AMMECR1L	-0.054241283	9.644388323	0.329049957	0.751290584	0.915272385	-6.334029198
C20orf173	-0.079653091	5.231655249	0.329047988	0.751292014	0.915272385	-6.334029903
CMBL	-0.057327773	11.4473013	0.328904756	0.751395948	0.915286889	-6.334081187
CALHM6	0.11023938	5.416227912	-0.328900803	0.751398817	0.915286889	-6.334082602
ACKR1	-0.100732525	5.037854099	0.328632696	0.75159338	0.915382757	-6.334178537
KCNK6	0.095934804	5.788352597	-0.328607065	0.751611982	0.915382757	-6.334187704
CRCT1	-0.083321935	5.135976703	0.328596182	0.75161988	0.915382757	-6.334191596
YRDC	0.067941758	9.936674968	-0.328443807	0.751730468	0.915443939	-6.33424608
RXYLT1	-0.064803949	11.61880577	0.328381709	0.751775538	0.915443939	-6.334268277
PLK5	0.079169335	5.387088616	-0.328300874	0.751834209	0.915443939	-6.334297165
IGFBP4	-0.096783994	9.219613049	0.328265417	0.751859944	0.915443939	-6.334309834
CDH12	-0.121005462	5.280260079	0.328137571	0.751952741	0.915499139	-6.334355504
PRR15	-0.050372345	11.18629789	0.327667082	0.752294281	0.915723446	-6.334523427
IDH3G	0.052601303	12.34704616	-0.327533156	0.752391512	0.915723446	-6.334571184
OR52K1	0.098151577	5.15484358	-0.32752562	0.752396983	0.915723446	-6.33457387
TSGA10IP	-0.070940619	5.343337471	0.327475	0.752433735	0.915723446	-6.334591915
FRG1	-0.049198377	10.50404646	0.327396896	0.752490442	0.915723446	-6.334619753
GPKOW	-0.047046467	11.68243019	0.327372005	0.752508514	0.915723446	-6.334628623
IKZF2	0.103850329	6.686631181	-0.327262342	0.752588139	0.915723446	-6.334667695
MRPL27	0.053130149	10.33825489	-0.327202555	0.752631551	0.915723446	-6.334688992
SLC16A7	-0.112643533	4.995047864	0.327162841	0.752660387	0.915723446	-6.334703136
KDM5D	0.060637508	10.25432307	-0.326960118	0.752807595	0.915723446	-6.33477531
PROCA1	0.117756734	6.292635197	-0.326959589	0.752807979	0.915723446	-6.334775498
PABPC1	0.057814136	14.38628384	-0.326859076	0.75288097	0.915723446	-6.334811267
PIGO	0.07500285	11.10060967	-0.326828556	0.752903134	0.915723446	-6.334822125
MINDY1	-0.070561994	7.796260204	0.326817446	0.752911202	0.915723446	-6.334826078
SURF2	0.055398333	10.38694155	-0.326810458	0.752916277	0.915723446	-6.334828564
DNAH11	-0.118759578	5.152090311	0.326787597	0.752932879	0.915723446	-6.334836697
LRP8	0.057116523	12.16438796	-0.326772297	0.752943991	0.915723446	-6.334842139
ZFP36L2	-0.055201076	10.54636221	0.326587554	0.75307816	0.915828881	-6.334907837
DCAF11	-0.066037452	9.881462685	0.326473267	0.753161166	0.91584655	-6.334948462
HOOK1	-0.08632018	5.301361183	0.32643681	0.753187645	0.91584655	-6.334961418
DMRTA1	0.112493467	6.487207069	-0.326206931	0.753354617	0.915948523	-6.33504308
DEGS1	-0.061730483	10.88899313	0.326138629	0.75340423	0.915948523	-6.335067333
TIGD1	0.05587449	9.075574004	-0.326098085	0.753433681	0.915948523	-6.335081727
NAGK	-0.052097405	12.24915896	0.325984239	0.753516381	0.915948523	-6.335122136
C7	0.062537473	4.995740867	-0.325929654	0.753556034	0.915948523	-6.335141506
TNNI3K	-0.070294346	5.726027168	0.325929143	0.753556405	0.915948523	-6.335141687
DGAT1	0.056769551	10.42545493	-0.32577819	0.753666069	0.915985345	-6.335195237
WHAMM	-0.056007885	8.685806589	0.325566604	0.753819789	0.915985345	-6.335270256
OSER1	-0.053249872	10.72817346	0.325424623	0.753922948	0.915985345	-6.33532057
IQCK	0.061786484	9.357347367	-0.325377496	0.75395719	0.915985345	-6.335337265
ACSM2B	-0.064030319	5.246127809	0.325336966	0.753986639	0.915985345	-6.335351622
PRDM5	-0.055732222	5.424936489	0.325334951	0.753988103	0.915985345	-6.335352336
IFNAR2	-0.050947447	9.407488433	0.325326306	0.753994385	0.915985345	-6.335355397
WDR76	-0.05407795	10.53682851	0.325305317	0.754009636	0.915985345	-6.335362831
MUC21	0.104846774	5.935564829	-0.325299223	0.754014064	0.915985345	-6.33536499
ADAM8	0.096318577	5.374134487	-0.324752824	0.754411126	0.916349848	-6.335558344
C9orf57	-0.061421843	4.896199338	0.324663968	0.754475704	0.916349848	-6.335589758
DCUN1D3	0.111420966	7.423237585	-0.324663769	0.754475849	0.916349848	-6.335589828
PDIK1L	0.193143198	6.043534604	-0.324624859	0.754504128	0.916349848	-6.335603582
PRM2	0.153719364	6.621209727	-0.32453664	0.754568246	0.916370024	-6.335634758
S100A1	0.104568699	6.224130837	-0.324403146	0.754665274	0.916430163	-6.335681919
CARF	-0.10939997	6.233996947	0.324206284	0.754808369	0.916546232	-6.335751433
HRES1	-0.13885582	6.001121549	0.324131137	0.754862995	0.916554867	-6.335777957
CYP2C19	0.115361424	5.899367848	-0.323890548	0.755037893	0.916709526	-6.335862837
BUD31	0.053342719	12.66006794	-0.323750726	0.755139544	0.916775241	-6.335912137
LINC00471	-0.193500732	6.243465512	0.323617095	0.7552367	0.916786479	-6.335959236
IREB2	-0.054629056	9.565871502	0.323600219	0.75524897	0.916786479	-6.335965183
WAS	-0.187937487	5.659495874	0.323541889	0.75529138	0.916786479	-6.335985734
KIF25-AS1	0.065794833	5.844449647	-0.323386132	0.755404632	0.916866252	-6.336040595
JRKL	-0.108653942	7.796661721	0.323260858	0.755495723	0.91691912	-6.3360847
EXOSC1	-0.064296506	10.63499797	0.323118225	0.755599442	0.916987307	-6.336134897
BCAS4	-0.057922625	9.525578392	0.322995906	0.755688393	0.917037563	-6.336177927
RAB5IF	0.059546958	13.2335673	-0.32283022	0.755808888	0.917080712	-6.336236189
HPS6	0.06900977	8.365652778	-0.322688005	0.755912319	0.917080712	-6.336286173
TREM1	-0.109947347	5.953894017	0.322627895	0.755956038	0.917080712	-6.336307294
ZNF140	0.06679506	8.143010608	-0.322556027	0.75600831	0.917080712	-6.336332541
HCAR3	-0.104156192	7.172821775	0.322553901	0.756009856	0.917080712	-6.336333288
GK3P	-0.140690528	6.81044569	0.322471081	0.756070095	0.917080712	-6.336362375
GAR1	0.061126532	10.56272994	-0.322434973	0.756096359	0.917080712	-6.336375055
DNAJC5G	-0.095786069	5.020495649	0.322358262	0.756152157	0.917080712	-6.336401987
EN1	-0.112954365	5.335694474	0.322248485	0.75623201	0.917080712	-6.336440518
RAP2C	0.092643384	8.166475469	-0.322248126	0.756232271	0.917080712	-6.336440644
SARM1	-0.097999795	5.310867298	0.322228003	0.756246909	0.917080712	-6.336447706
TJAP1	0.089810985	7.361053662	-0.322123926	0.756322619	0.917114868	-6.336484222
SYT8	-0.074864717	5.602699469	0.321906806	0.75648057	0.917209545	-6.336560363
